pfam_id	go_id
PF00839	0016020
PF00840	0004553
PF00840	0005975
PF00841	0003677
PF00841	0007283
PF00841	0000786
PF00841	0005634
PF00843	0019013
PF00844	0005198
PF00844	0019028
PF00845	0003677
PF00845	0046740
PF00845	0033644
PF00846	0019013
PF00847	0003700
PF00847	0006355
PF00848	0005506
PF00848	0016708
PF00848	0051537
PF00848	0019439
PF00848	0055114
PF00849	0003723
PF00849	0009982
PF00849	0001522
PF00849	0009451
PF00851	0004197
PF00851	0006508
PF00852	0008417
PF00852	0006486
PF00852	0016020
PF00853	0003677
PF00853	0003700
PF00853	0006355
PF00854	0005215
PF00854	0006810
PF00854	0016020
PF00856	0005515
PF00857	0003824
PF00857	0008152
PF00858	0005272
PF00858	0006814
PF00858	0016020
PF00859	0003700
PF00859	0006260
PF00859	0006355
PF00859	0005634
PF00860	0005215
PF00860	0006810
PF00860	0055085
PF00860	0016020
PF00861	0003735
PF00861	0006412
PF00861	0005622
PF00861	0005840
PF00862	0005985
PF00863	0008234
PF00863	0006508
PF00864	0001614
PF00864	0005216
PF00864	0005524
PF00864	0006811
PF00864	0016020
PF00865	0001503
PF00865	0007155
PF00866	0003824
PF00866	0006725
PF00866	0055114
PF00867	0004518
PF00868	0018149
PF00869	0046983
PF00870	0044212
PF00871	0016301
PF00871	0016774
PF00871	0008152
PF00871	0016310
PF00871	0005622
PF00872	0003677
PF00872	0004803
PF00872	0006313
PF00873	0005215
PF00873	0006810
PF00873	0016020
PF00874	0006355
PF00876	0005921
PF00878	0005215
PF00878	0006810
PF00878	0005737
PF00878	0016021
PF00879	0006952
PF00881	0016491
PF00883	0004177
PF00883	0006508
PF00883	0005622
PF00884	0008484
PF00884	0008152
PF00885	0009231
PF00885	0009349
PF00886	0003735
PF00886	0006412
PF00886	0005622
PF00886	0005840
PF00887	0000062
PF00888	0031625
PF00888	0006511
PF00888	0031461
PF00889	0003746
PF00889	0006414
PF00889	0005622
PF00891	0008171
PF00892	0016020
PF00893	0016021
PF00894	0005198
PF00894	0019028
PF00895	0015078
PF00895	0015986
PF00895	0000276
PF00897	0005198
PF00897	0019028
PF00898	0005198
PF00898	0019028
PF00899	0003824
PF00901	0005198
PF00901	0019028
PF00902	0016021
PF00904	0031424
PF00904	0005737
PF00905	0008658
PF00905	0009273
PF00906	0005198
PF00906	0009405
PF00907	0003700
PF00907	0006355
PF00907	0005634
PF00908	0008830
PF00908	0009103
PF00909	0008519
PF00909	0015696
PF00909	0016020
PF00910	0003723
PF00910	0003724
PF00912	0003824
PF00912	0009252
PF00912	0009274
PF00913	0020012
PF00916	0015116
PF00916	0008272
PF00916	0016021
PF00917	0005515
PF00918	0005179
PF00918	0005576
PF00919	0003824
PF00919	0051539
PF00919	0009451
PF00920	0003824
PF00920	0008152
PF00921	0016020
PF00922	0003968
PF00923	0005975
PF00924	0055085
PF00924	0016020
PF00925	0003935
PF00925	0009231
PF00926	0008686
PF00926	0009231
PF00927	0003810
PF00927	0018149
PF00928	0005515
PF00928	0006886
PF00928	0016192
PF00928	0030131
PF00930	0006508
PF00930	0016020
PF00931	0043531
PF00933	0004553
PF00933	0005975
PF00935	0003735
PF00935	0006412
PF00935	0005622
PF00935	0005840
PF00937	0019013
PF00939	0005215
PF00939	0006814
PF00939	0055085
PF00939	0016020
PF00940	0003677
PF00940	0003899
PF00940	0006351
PF00941	0016491
PF00941	0055114
PF00942	0030248
PF00942	0005975
PF00943	0005198
PF00943	0019028
PF00944	0004252
PF00944	0006508
PF00944	0016020
PF00945	0019013
PF00946	0003968
PF00946	0004482
PF00946	0005524
PF00946	0006370
PF00946	0005737
PF00946	0019012
PF00947	0008233
PF00947	0006508
PF00947	0016032
PF00949	0003723
PF00949	0003724
PF00949	0005524
PF00950	0005524
PF00950	0042626
PF00950	0006810
PF00950	0016020
PF00951	0019031
PF00952	0019013
PF00953	0008963
PF00953	0016021
PF00954	0048544
PF00955	0006820
PF00955	0016021
PF00956	0006334
PF00956	0005634
PF00957	0016192
PF00957	0016021
PF00958	0003922
PF00958	0005524
PF00958	0006164
PF00958	0006177
PF00959	0003796
PF00959	0009253
PF00959	0016998
PF00960	0003677
PF00960	0006952
PF00961	0003677
PF00961	0004519
PF00961	0006314
PF00962	0019239
PF00962	0009168
PF00963	0030246
PF00963	0000272
PF00964	0006952
PF00964	0009405
PF00964	0005576
PF00965	0008191
PF00967	0042742
PF00967	0050832
PF00969	0006955
PF00969	0019882
PF00969	0016020
PF00969	0042613
PF00971	0005198
PF00971	0019028
PF00972	0003968
PF00972	0005524
PF00973	0005198
PF00973	0019013
PF00974	0019031
PF00975	0016788
PF00975	0009058
PF00977	0000105
PF00978	0003723
PF00978	0003968
PF00978	0006351
PF00979	0005198
PF00979	0019058
PF00980	0005198
PF00980	0019028
PF00981	0003723
PF00982	0003824
PF00982	0005992
PF00983	0005198
PF00983	0019028
PF00984	0016616
PF00984	0051287
PF00984	0055114
PF00985	0007155
PF00986	0003677
PF00986	0003918
PF00986	0005524
PF00986	0006265
PF00986	0005694
PF00989	0006355
PF00992	0005861
PF00993	0006955
PF00993	0019882
PF00993	0016020
PF00993	0042613
PF00994	0006777
PF00995	0006904
PF00995	0016192
PF00997	0005576
PF00998	0003723
PF00998	0003968
PF00998	0005524
PF00998	0006351
PF00998	0019079
PF00999	0015299
PF00999	0006812
PF00999	0055085
PF00999	0016021
PF01000	0003899
PF01000	0046983
PF01000	0006351
PF01001	0003968
PF01001	0004197
PF01001	0004252
PF01001	0017111
PF01002	0004252
PF01002	0019012
PF01003	0005198
PF01003	0019028
PF01004	0019058
PF01004	0019028
PF01005	0003725
PF01006	0016032
PF01006	0044423
PF01007	0005242
PF01007	0006813
PF01007	0016021
PF01008	0044237
PF01010	0008137
PF01010	0042773
PF01010	0055114
PF01015	0003735
PF01015	0006412
PF01015	0005622
PF01015	0005840
PF01016	0003735
PF01016	0006412
PF01016	0005622
PF01016	0005840
PF01017	0003700
PF01017	0004871
PF01017	0006355
PF01017	0007165
PF01017	0005634
PF01018	0005525
PF01019	0003840
PF01019	0006749
PF01020	0003735
PF01020	0006412
PF01020	0005840
PF01021	0003723
PF01021	0005737
PF01022	0003700
PF01022	0006355
PF01022	0005622
PF01024	0019835
PF01024	0050829
PF01024	0016021
PF01025	0000774
PF01025	0042803
PF01025	0051087
PF01025	0006457
PF01026	0016888
PF01028	0003677
PF01028	0003918
PF01028	0006265
PF01028	0005694
PF01029	0003723
PF01029	0006355
PF01030	0016020
PF01031	0005525
PF01032	0005215
PF01032	0016020
PF01033	0005044
PF01033	0030247
PF01033	0006955
PF01034	0008092
PF01034	0016020
PF01035	0003824
PF01035	0006281
PF01036	0005216
PF01036	0006811
PF01036	0016020
PF01039	0016874
PF01040	0004659
PF01040	0016021
PF01043	0017038
PF01043	0016020
PF01044	0005198
PF01044	0007155
PF01044	0015629
PF01047	0003700
PF01047	0006355
PF01047	0005622
PF01048	0003824
PF01048	0009116
PF01049	0005509
PF01049	0007156
PF01049	0016020
PF01050	0016779
PF01050	0005976
PF01051	0003887
PF01051	0006270
PF01051	0005727
PF01053	0030170
PF01055	0004553
PF01055	0005975
PF01056	0003700
PF01056	0006355
PF01056	0005634
PF01057	0019079
PF01058	0008137
PF01058	0048038
PF01058	0051539
PF01058	0055114
PF01059	0008137
PF01059	0006120
PF01059	0055114
PF01060	0005615
PF01061	0016020
PF01063	0003824
PF01063	0008152
PF01064	0004675
PF01064	0005024
PF01064	0016020
PF01065	0005198
PF01065	0019028
PF01066	0016780
PF01066	0008654
PF01066	0016020
PF01068	0003910
PF01068	0005524
PF01068	0006281
PF01068	0006310
PF01070	0016491
PF01073	0003854
PF01073	0016616
PF01073	0006694
PF01073	0055114
PF01074	0004559
PF01074	0005975
PF01075	0016757
PF01075	0008152
PF01076	0003677
PF01076	0006310
PF01076	0005727
PF01077	0016491
PF01077	0020037
PF01077	0051536
PF01077	0055114
PF01078	0016851
PF01078	0015979
PF01078	0015995
PF01079	0008233
PF01079	0006508
PF01080	0004190
PF01080	0016021
PF01081	0016829
PF01081	0008152
PF01082	0004497
PF01082	0005507
PF01082	0016715
PF01082	0055114
PF01083	0016787
PF01083	0008152
PF01084	0003735
PF01084	0006412
PF01084	0005622
PF01084	0005840
PF01085	0007267
PF01085	0007275
PF01086	0005198
PF01086	0006886
PF01086	0016192
PF01086	0030130
PF01086	0030132
PF01087	0008108
PF01087	0006012
PF01088	0004221
PF01088	0006511
PF01088	0005622
PF01090	0003735
PF01090	0006412
PF01090	0005622
PF01090	0005840
PF01091	0008083
PF01092	0003735
PF01092	0006412
PF01092	0005622
PF01092	0005840
PF01093	0008219
PF01095	0030599
PF01095	0042545
PF01095	0005618
PF01096	0003676
PF01096	0008270
PF01096	0006351
PF01097	0006952
PF01098	0007049
PF01098	0016021
PF01101	0031492
PF01101	0000785
PF01101	0005634
PF01102	0016021
PF01103	0019867
PF01104	0016032
PF01105	0006810
PF01105	0016021
PF01106	0005506
PF01106	0051536
PF01106	0016226
PF01109	0005129
PF01109	0008083
PF01109	0006955
PF01109	0005576
PF01110	0040007
PF01110	0005737
PF01111	0016538
PF01111	0007049
PF01112	0016787
PF01113	0008839
PF01113	0009089
PF01113	0055114
PF01114	0008047
PF01114	0007586
PF01114	0016042
PF01114	0005576
PF01115	0003779
PF01115	0030036
PF01115	0005737
PF01115	0008290
PF01115	0071203
PF01116	0008270
PF01116	0016832
PF01116	0005975
PF01117	0009405
PF01117	0005576
PF01118	0016620
PF01118	0051287
PF01118	0006520
PF01118	0055114
PF01118	0005737
PF01119	0005524
PF01119	0030983
PF01119	0006298
PF01120	0004560
PF01120	0005975
PF01121	0004140
PF01121	0005524
PF01121	0015937
PF01122	0031419
PF01122	0015889
PF01123	0009405
PF01125	0005634
PF01126	0004392
PF01126	0006788
PF01126	0055114
PF01127	0016627
PF01128	0003824
PF01128	0008299
PF01129	0003956
PF01129	0006471
PF01130	0007155
PF01130	0016020
PF01131	0003677
PF01131	0003916
PF01131	0006265
PF01131	0005694
PF01132	0003746
PF01132	0006414
PF01133	0007049
PF01134	0050660
PF01134	0008033
PF01135	0004719
PF01135	0006464
PF01136	0008233
PF01136	0006508
PF01140	0005198
PF01140	0019028
PF01141	0019028
PF01142	0003723
PF01142	0009982
PF01142	0001522
PF01142	0009451
PF01144	0008410
PF01144	0008152
PF01147	0005184
PF01147	0005576
PF01148	0016772
PF01148	0016020
PF01149	0003684
PF01149	0003906
PF01149	0008270
PF01149	0016799
PF01149	0006284
PF01150	0016787
PF01151	0016021
PF01152	0019825
PF01153	0043395
PF01153	0005578
PF01153	0016020
PF01154	0004421
PF01154	0008299
PF01155	0016151
PF01155	0006464
PF01157	0003735
PF01157	0006412
PF01157	0005622
PF01157	0005840
PF01158	0003735
PF01158	0006412
PF01158	0005622
PF01158	0005840
PF01159	0003735
PF01159	0006412
PF01159	0005622
PF01159	0005840
PF01160	0007218
PF01163	0003824
PF01163	0005524
PF01165	0003735
PF01165	0006412
PF01165	0005622
PF01165	0005840
PF01166	0003700
PF01166	0006355
PF01169	0016020
PF01175	0016153
PF01176	0003723
PF01176	0003743
PF01176	0006413
PF01177	0036361
PF01177	0006807
PF01179	0005507
PF01179	0008131
PF01179	0048038
PF01179	0009308
PF01179	0055114
PF01180	0004152
PF01180	0006222
PF01180	0055114
PF01182	0005975
PF01183	0003796
PF01183	0009253
PF01183	0016998
PF01184	0016020
PF01185	0005199
PF01185	0009277
PF01186	0005507
PF01186	0016641
PF01186	0055114
PF01191	0003677
PF01191	0003899
PF01191	0006351
PF01192	0003677
PF01192	0003899
PF01192	0006351
PF01193	0003899
PF01193	0046983
PF01193	0006351
PF01194	0003677
PF01194	0003899
PF01194	0006351
PF01195	0004045
PF01196	0003735
PF01196	0006412
PF01196	0005622
PF01196	0005840
PF01197	0003735
PF01197	0006412
PF01197	0005622
PF01197	0005840
PF01198	0003735
PF01198	0006412
PF01198	0005622
PF01198	0005840
PF01199	0003735
PF01199	0006412
PF01199	0005622
PF01199	0005840
PF01200	0003735
PF01200	0006412
PF01200	0005622
PF01200	0005840
PF01202	0004765
PF01202	0005524
PF01204	0004555
PF01204	0005991
PF01207	0017150
PF01207	0050660
PF01207	0008033
PF01207	0055114
PF01208	0004853
PF01208	0006779
PF01209	0008168
PF01210	0016616
PF01210	0051287
PF01210	0046168
PF01210	0055114
PF01210	0005737
PF01212	0016829
PF01212	0006520
PF01213	0003779
PF01213	0007010
PF01214	0019887
PF01214	0005956
PF01215	0004129
PF01215	0005740
PF01216	0005509
PF01218	0004109
PF01218	0006779
PF01218	0055114
PF01219	0004143
PF01219	0008654
PF01219	0016020
PF01220	0003855
PF01221	0007017
PF01221	0005875
PF01222	0016020
PF01223	0003676
PF01223	0016787
PF01223	0046872
PF01225	0005524
PF01225	0009058
PF01226	0005215
PF01226	0006810
PF01226	0016020
PF01228	0003824
PF01228	0008152
PF01229	0004553
PF01229	0005975
PF01231	0020037
PF01232	0016491
PF01232	0055114
PF01233	0004379
PF01234	0008168
PF01235	0015655
PF01235	0006814
PF01235	0032328
PF01235	0016020
PF01238	0004476
PF01238	0008270
PF01238	0005975
PF01239	0008318
PF01239	0018342
PF01241	0015979
PF01241	0009522
PF01241	0016020
PF01243	0004733
PF01243	0010181
PF01243	0055114
PF01244	0008235
PF01244	0008239
PF01244	0016805
PF01244	0006508
PF01245	0003735
PF01245	0006412
PF01245	0005622
PF01245	0005840
PF01247	0003735
PF01247	0006412
PF01247	0005622
PF01247	0005840
PF01249	0003735
PF01249	0006412
PF01249	0005622
PF01249	0005840
PF01250	0003735
PF01250	0019843
PF01250	0006412
PF01250	0005840
PF01251	0003735
PF01251	0006412
PF01251	0005622
PF01251	0005840
PF01252	0004190
PF01252	0006508
PF01252	0016020
PF01253	0003743
PF01253	0006413
PF01254	0003677
PF01254	0007283
PF01254	0000786
PF01254	0005634
PF01255	0016765
PF01257	0016491
PF01257	0055114
PF01258	0008270
PF01259	0004639
PF01259	0006164
PF01263	0016853
PF01263	0005975
PF01264	0004107
PF01264	0009073
PF01265	0004408
PF01265	0005739
PF01266	0016491
PF01266	0055114
PF01267	0003779
PF01267	0030036
PF01267	0008290
PF01268	0004329
PF01268	0005524
PF01268	0009396
PF01269	0003723
PF01269	0008168
PF01269	0006364
PF01269	0008033
PF01270	0004553
PF01270	0005975
PF01271	0030141
PF01272	0003677
PF01272	0032784
PF01273	0008289
PF01274	0004474
PF01274	0006097
PF01275	0016021
PF01276	0003824
PF01277	0012511
PF01277	0016021
PF01278	0004175
PF01278	0006508
PF01278	0009279
PF01279	0005179
PF01279	0005576
PF01280	0003735
PF01280	0006412
PF01280	0005622
PF01280	0005840
PF01282	0003735
PF01282	0006412
PF01282	0005622
PF01282	0005840
PF01283	0003735
PF01283	0006412
PF01283	0005622
PF01283	0005840
PF01285	0003700
PF01285	0006355
PF01285	0005634
PF01287	0003723
PF01287	0003746
PF01287	0043022
PF01287	0006452
PF01287	0045901
PF01287	0045905
PF01288	0003848
PF01288	0009396
PF01289	0015485
PF01289	0009405
PF01290	0003779
PF01290	0007010
PF01290	0005737
PF01291	0005125
PF01291	0006955
PF01291	0005576
PF01292	0009055
PF01292	0016021
PF01293	0004612
PF01293	0005524
PF01293	0006094
PF01294	0003735
PF01294	0006412
PF01294	0005622
PF01294	0005840
PF01295	0004016
PF01295	0006171
PF01296	0005179
PF01296	0005576
PF01297	0046872
PF01297	0030001
PF01298	0016020
PF01299	0016020
PF01300	0003725
PF01301	0004553
PF01301	0005975
PF01303	0007338
PF01304	0031412
PF01304	0031411
PF01306	0006810
PF01306	0016020
PF01308	0005198
PF01308	0015288
PF01308	0009279
PF01310	0031423
PF01311	0006605
PF01311	0016020
PF01312	0009306
PF01312	0016020
PF01313	0009306
PF01313	0016020
PF01314	0009055
PF01314	0016491
PF01314	0016625
PF01314	0051536
PF01314	0055114
PF01316	0003700
PF01316	0006355
PF01316	0006525
PF01318	0005198
PF01318	0019028
PF01320	0015643
PF01321	0016787
PF01322	0005506
PF01322	0009055
PF01322	0020037
PF01322	0005746
PF01323	0015035
PF01325	0003677
PF01326	0005524
PF01326	0016301
PF01326	0016310
PF01328	0004601
PF01329	0008124
PF01329	0006729
PF01330	0005524
PF01330	0009378
PF01330	0006281
PF01330	0006310
PF01331	0004484
PF01331	0006370
PF01331	0006397
PF01333	0005506
PF01333	0009055
PF01333	0020037
PF01333	0015979
PF01333	0031361
PF01335	0005515
PF01335	0042981
PF01336	0003676
PF01338	0009405
PF01338	0005576
PF01339	0000156
PF01339	0008984
PF01339	0000160
PF01339	0006935
PF01339	0005737
PF01340	0003700
PF01340	0006355
PF01340	0006555
PF01341	0004553
PF01341	0030245
PF01342	0003677
PF01343	0008233
PF01343	0006508
PF01344	0005515
PF01345	0005727
PF01346	0006457
PF01347	0005319
PF01347	0006869
PF01348	0006397
PF01349	0003968
PF01349	0004252
PF01349	0004482
PF01349	0004483
PF01349	0016817
PF01349	0017111
PF01349	0070008
PF01350	0016032
PF01350	0016070
PF01350	0044423
PF01352	0003676
PF01352	0006355
PF01352	0005622
PF01353	0008218
PF01355	0009055
PF01355	0019646
PF01356	0015066
PF01361	0016853
PF01361	0006725
PF01363	0046872
PF01364	0008234
PF01364	0006508
PF01365	0005262
PF01365	0070588
PF01365	0016020
PF01366	0008565
PF01366	0016485
PF01366	0019069
PF01367	0003677
PF01367	0003824
PF01368	0016787
PF01368	0030145
PF01369	0005086
PF01369	0032012
PF01370	0003824
PF01370	0050662
PF01370	0044237
PF01371	0003700
PF01371	0006355
PF01371	0005622
PF01372	0004860
PF01372	0005576
PF01373	0016161
PF01373	0000272
PF01374	0016977
PF01374	0005975
PF01374	0005576
PF01375	0003824
PF01375	0009405
PF01375	0005576
PF01376	0009405
PF01376	0005576
PF01378	0005618
PF01379	0033014
PF01380	0030246
PF01380	0005975
PF01381	0043565
PF01383	0030089
PF01384	0005315
PF01384	0006817
PF01384	0016020
PF01386	0003735
PF01386	0008097
PF01386	0006412
PF01386	0005622
PF01386	0005840
PF01388	0003677
PF01388	0005622
PF01389	0009279
PF01389	0016021
PF01392	0005515
PF01393	0005634
PF01395	0005549
PF01396	0003677
PF01396	0003916
PF01396	0006265
PF01396	0005694
PF01397	0010333
PF01397	0016829
PF01397	0008152
PF01398	0005515
PF01399	0005515
PF01400	0004222
PF01400	0006508
PF01401	0008237
PF01401	0008241
PF01401	0006508
PF01401	0016020
PF01402	0006355
PF01403	0005515
PF01404	0048013
PF01405	0015979
PF01405	0009523
PF01405	0009539
PF01405	0016020
PF01407	0016032
PF01408	0016491
PF01409	0000049
PF01409	0004812
PF01409	0005524
PF01409	0043039
PF01409	0005737
PF01410	0005201
PF01410	0005581
PF01411	0000166
PF01411	0004813
PF01411	0005524
PF01411	0006419
PF01411	0005737
PF01412	0008060
PF01412	0008270
PF01412	0032312
PF01413	0005201
PF01413	0005581
PF01414	0007154
PF01414	0016020
PF01415	0005126
PF01415	0008083
PF01415	0006955
PF01415	0005576
PF01416	0003723
PF01416	0009982
PF01416	0001522
PF01416	0009451
PF01418	0003700
PF01418	0006355
PF01420	0003677
PF01420	0006304
PF01421	0004222
PF01421	0006508
PF01422	0003700
PF01422	0008270
PF01422	0006355
PF01422	0005634
PF01424	0003676
PF01425	0016884
PF01426	0003677
PF01427	0008237
PF01427	0016805
PF01427	0006508
PF01427	0005618
PF01428	0008270
PF01429	0003677
PF01429	0005634
PF01430	0051082
PF01430	0006457
PF01430	0005737
PF01431	0004222
PF01431	0006508
PF01432	0004222
PF01432	0006508
PF01433	0008237
PF01433	0008270
PF01434	0004222
PF01434	0005524
PF01434	0006508
PF01435	0004222
PF01435	0006508
PF01435	0016020
PF01436	0005515
PF01437	0016020
PF01439	0046872
PF01440	0005198
PF01440	0019028
PF01441	0006952
PF01441	0009279
PF01442	0008289
PF01442	0006869
PF01442	0042157
PF01442	0005576
PF01443	0005524
PF01445	0016020
PF01446	0003677
PF01446	0006260
PF01446	0005727
PF01447	0004222
PF01450	0004455
PF01450	0009082
PF01450	0055114
PF01457	0004222
PF01457	0008270
PF01457	0006508
PF01457	0007155
PF01457	0016020
PF01458	0016226
PF01459	0055085
PF01459	0005741
PF01465	0005515
PF01465	0000042
PF01466	0006511
PF01467	0003824
PF01467	0009058
PF01468	0009405
PF01470	0006508
PF01472	0003723
PF01474	0003849
PF01474	0009073
PF01475	0003700
PF01475	0006355
PF01476	0016998
PF01477	0005515
PF01478	0004190
PF01478	0016020
PF01479	0003723
PF01480	0006397
PF01481	0019013
PF01483	0004252
PF01483	0006508
PF01484	0042302
PF01485	0008270
PF01486	0003700
PF01486	0006355
PF01486	0005634
PF01487	0003855
PF01491	0008199
PF01491	0016226
PF01493	0016491
PF01493	0008152
PF01493	0055114
PF01496	0015078
PF01496	0015991
PF01496	0033179
PF01497	0005488
PF01498	0003677
PF01498	0004803
PF01498	0006313
PF01498	0015074
PF01499	0019072
PF01499	0042025
PF01500	0045095
PF01501	0016757
PF01502	0004635
PF01502	0000105
PF01504	0016307
PF01504	0046488
PF01506	0003968
PF01506	0004197
PF01506	0004252
PF01506	0017111
PF01507	0003824
PF01507	0008152
PF01509	0006396
PF01510	0008745
PF01510	0009253
PF01512	0016651
PF01512	0051539
PF01513	0003951
PF01513	0006741
PF01513	0008152
PF01515	0016746
PF01515	0008152
PF01516	0005198
PF01516	0019028
PF01517	0003723
PF01517	0042025
PF01518	0003727
PF01518	0003968
PF01520	0008745
PF01520	0009253
PF01522	0016810
PF01522	0005975
PF01524	0019048
PF01524	0060967
PF01524	0030430
PF01525	0000287
PF01525	0016887
PF01525	0006200
PF01525	0019079
PF01525	0030430
PF01526	0004803
PF01526	0006313
PF01527	0003677
PF01527	0004803
PF01527	0006313
PF01528	0016020
PF01529	0008270
PF01530	0003700
PF01530	0008270
PF01530	0006355
PF01530	0005634
PF01531	0008107
PF01531	0005975
PF01531	0016020
PF01532	0004571
PF01532	0005509
PF01532	0016020
PF01533	0019013
PF01534	0007166
PF01534	0016020
PF01536	0004014
PF01536	0006597
PF01536	0008295
PF01537	0016021
PF01538	0003968
PF01538	0004197
PF01538	0004252
PF01538	0016817
PF01538	0017111
PF01538	0070008
PF01539	0019031
PF01542	0005198
PF01543	0005198
PF01543	0019028
PF01544	0046873
PF01544	0030001
PF01544	0055085
PF01544	0016020
PF01545	0008324
PF01545	0006812
PF01545	0055085
PF01545	0016021
PF01546	0016787
PF01546	0008152
PF01547	0005215
PF01547	0006810
PF01548	0003677
PF01548	0004803
PF01548	0006313
PF01552	0000166
PF01552	0003968
PF01552	0005198
PF01552	0008233
PF01552	0008234
PF01552	0016740
PF01552	0016779
PF01552	0016787
PF01552	0018144
PF01552	0019012
PF01553	0016746
PF01553	0008152
PF01554	0015238
PF01554	0015297
PF01554	0006855
PF01554	0055085
PF01554	0016020
PF01555	0003677
PF01555	0008170
PF01555	0006306
PF01556	0051082
PF01556	0006457
PF01557	0003824
PF01557	0008152
PF01558	0016903
PF01558	0055114
PF01559	0045735
PF01561	0030683
PF01561	0044423
PF01562	0004222
PF01562	0008270
PF01562	0006508
PF01563	0004252
PF01563	0019028
PF01563	0055036
PF01564	0003824
PF01565	0008762
PF01565	0016491
PF01565	0050660
PF01565	0055114
PF01566	0005215
PF01566	0006810
PF01566	0016020
PF01567	0030683
PF01567	0044423
PF01568	0016491
PF01568	0030151
PF01568	0055114
PF01569	0003824
PF01569	0016020
PF01571	0004047
PF01571	0006546
PF01571	0005737
PF01573	0046740
PF01573	0044156
PF01575	0016491
PF01575	0008152
PF01576	0003774
PF01576	0016459
PF01577	0004197
PF01577	0006508
PF01578	0006461
PF01578	0008535
PF01578	0016020
PF01580	0000166
PF01580	0003677
PF01580	0005524
PF01580	0007049
PF01580	0007059
PF01580	0051301
PF01580	0016021
PF01581	0007218
PF01582	0005515
PF01582	0007165
PF01583	0004020
PF01583	0005524
PF01583	0000103
PF01584	0004871
PF01584	0006935
PF01584	0007165
PF01584	0005622
PF01585	0003676
PF01586	0003677
PF01586	0006355
PF01586	0007517
PF01586	0005634
PF01588	0000049
PF01589	0004252
PF01589	0019028
PF01589	0055036
PF01590	0005515
PF01591	0003873
PF01591	0005524
PF01591	0006000
PF01592	0005506
PF01592	0051536
PF01592	0016226
PF01593	0016491
PF01593	0055114
PF01596	0008171
PF01597	0006546
PF01597	0005960
PF01599	0003735
PF01599	0006412
PF01599	0005622
PF01599	0005840
PF01600	0019064
PF01600	0016020
PF01601	0006944
PF01601	0046813
PF01601	0016021
PF01601	0019031
PF01602	0006886
PF01602	0016192
PF01602	0030117
PF01603	0008601
PF01603	0007165
PF01603	0000159
PF01607	0008061
PF01607	0006030
PF01607	0005576
PF01608	0003779
PF01609	0003677
PF01609	0004803
PF01609	0006313
PF01610	0003677
PF01610	0004803
PF01610	0006313
PF01612	0003676
PF01612	0008408
PF01612	0006139
PF01612	0005622
PF01613	0010181
PF01613	0016491
PF01613	0042602
PF01613	0055114
PF01618	0008565
PF01618	0006810
PF01618	0016020
PF01619	0004657
PF01619	0006537
PF01619	0006562
PF01619	0055114
PF01620	0016068
PF01621	0007155
PF01621	0016020
PF01623	0003676
PF01623	0006355
PF01624	0005524
PF01624	0030983
PF01624	0006298
PF01625	0008113
PF01625	0055114
PF01627	0004871
PF01627	0000160
PF01628	0003677
PF01628	0006355
PF01630	0004415
PF01630	0005975
PF01632	0003735
PF01632	0006412
PF01632	0005622
PF01632	0005840
PF01634	0003879
PF01634	0000105
PF01634	0005737
PF01635	0019058
PF01637	0005524
PF01640	0008234
PF01640	0006508
PF01641	0033743
PF01641	0055114
PF01642	0016866
PF01642	0031419
PF01642	0008152
PF01643	0016790
PF01643	0006633
PF01644	0004100
PF01644	0006031
PF01645	0015930
PF01645	0016638
PF01645	0006537
PF01645	0055114
PF01648	0000287
PF01648	0008897
PF01648	0009059
PF01649	0003723
PF01649	0003735
PF01649	0006412
PF01649	0005622
PF01649	0005840
PF01650	0004197
PF01650	0006508
PF01652	0003723
PF01652	0003743
PF01652	0006413
PF01652	0005737
PF01653	0003911
PF01654	0016020
PF01655	0003735
PF01655	0006412
PF01655	0005622
PF01655	0005840
PF01660	0003723
PF01660	0008174
PF01660	0006396
PF01660	0080009
PF01663	0003824
PF01664	0007155
PF01664	0019058
PF01664	0019062
PF01665	0003723
PF01667	0003735
PF01667	0006412
PF01667	0005622
PF01667	0005840
PF01668	0003723
PF01669	0019911
PF01670	0008810
PF01670	0000272
PF01671	0042330
PF01673	0019031
PF01674	0016787
PF01676	0003824
PF01676	0046872
PF01678	0008837
PF01678	0009089
PF01679	0016021
PF01680	0042823
PF01686	0005198
PF01687	0008531
PF01687	0009231
PF01688	0033643
PF01690	0019028
PF01691	0005521
PF01691	0043066
PF01692	0030683
PF01694	0004252
PF01694	0016021
PF01695	0005524
PF01698	0003677
PF01698	0006355
PF01699	0055085
PF01699	0016021
PF01700	0005198
PF01701	0015979
PF01701	0009522
PF01702	0008479
PF01702	0006400
PF01702	0008616
PF01704	0016779
PF01704	0008152
PF01708	0046740
PF01708	0016021
PF01712	0005524
PF01712	0016773
PF01712	0006139
PF01715	0005524
PF01715	0008033
PF01716	0005509
PF01716	0015979
PF01716	0042549
PF01716	0009523
PF01716	0009654
PF01716	0019898
PF01717	0003871
PF01717	0009086
PF01719	0003677
PF01719	0003916
PF01719	0006260
PF01719	0005727
PF01721	0042742
PF01721	0005576
PF01723	0005213
PF01723	0007275
PF01723	0007304
PF01723	0042600
PF01725	0016787
PF01726	0004252
PF01726	0006508
PF01728	0008168
PF01728	0032259
PF01729	0004514
PF01729	0009435
PF01730	0016151
PF01730	0006807
PF01731	0004064
PF01733	0005337
PF01733	0006810
PF01733	0016021
PF01734	0006629
PF01735	0004620
PF01735	0009395
