pfam_id	go_id
PF00212	0005576
PF00213	0046933
PF00213	0015986
PF00214	0005179
PF00214	0005576
PF00215	0004590
PF00215	0006207
PF00216	0003677
PF00217	0016301
PF00217	0016772
PF00218	0004425
PF00219	0005520
PF00219	0001558
PF00219	0005576
PF00220	0005185
PF00220	0005576
PF00221	0016841
PF00221	0009058
PF00223	0015979
PF00223	0009522
PF00223	0009579
PF00223	0016021
PF00224	0000287
PF00224	0004743
PF00224	0030955
PF00224	0006096
PF00225	0003777
PF00225	0005524
PF00225	0007018
PF00225	0005875
PF00227	0004298
PF00227	0051603
PF00227	0005839
PF00228	0004867
PF00228	0005576
PF00229	0005164
PF00229	0006955
PF00229	0016020
PF00230	0005215
PF00230	0006810
PF00230	0016020
PF00231	0046933
PF00231	0046961
PF00231	0015986
PF00231	0045261
PF00232	0004553
PF00232	0005975
PF00233	0004114
PF00233	0007165
PF00235	0003779
PF00235	0030036
PF00236	0005179
PF00236	0005576
PF00237	0003735
PF00237	0006412
PF00237	0005622
PF00237	0005840
PF00238	0003735
PF00238	0006412
PF00238	0005840
PF00239	0000150
PF00239	0003677
PF00239	0006310
PF00240	0005515
PF00241	0003779
PF00241	0005622
PF00242	0003677
PF00242	0003887
PF00242	0006260
PF00243	0005102
PF00245	0016791
PF00245	0008152
PF00246	0004181
PF00246	0008270
PF00246	0006508
PF00249	0003682
PF00250	0003700
PF00250	0043565
PF00250	0006355
PF00252	0003735
PF00252	0006412
PF00252	0005840
PF00253	0003735
PF00253	0006412
PF00253	0005622
PF00253	0005840
PF00254	0006457
PF00255	0004602
PF00255	0006979
PF00255	0055114
PF00257	0006950
PF00257	0009415
PF00258	0010181
PF00258	0016491
PF00260	0003677
PF00260	0007283
PF00260	0000786
PF00260	0005634
PF00262	0005509
PF00262	0051082
PF00262	0006457
PF00262	0005783
PF00263	0009306
PF00264	0016491
PF00264	0008152
PF00265	0004797
PF00265	0005524
PF00266	0008152
PF00267	0015288
PF00267	0006810
PF00267	0016020
PF00268	0004748
PF00268	0009186
PF00268	0055114
PF00268	0005971
PF00269	0003690
PF00269	0006265
PF00270	0003676
PF00270	0005524
PF00270	0008026
PF00271	0003676
PF00271	0004386
PF00271	0005524
PF00272	0005576
PF00273	0005615
PF00274	0004332
PF00274	0006096
PF00275	0016765
PF00276	0003735
PF00276	0006412
PF00276	0005840
PF00277	0006953
PF00277	0005576
PF00278	0003824
PF00280	0004867
PF00280	0009611
PF00281	0003735
PF00281	0006412
PF00281	0005622
PF00281	0005840
PF00282	0016831
PF00282	0030170
PF00282	0019752
PF00283	0015979
PF00284	0046872
PF00284	0015979
PF00284	0009523
PF00284	0016021
PF00285	0046912
PF00285	0044262
PF00286	0005198
PF00286	0019028
PF00287	0006813
PF00287	0006814
PF00287	0005890
PF00288	0005524
PF00289	0003824
PF00289	0008152
PF00290	0004834
PF00290	0006568
PF00292	0003677
PF00292	0006355
PF00293	0016787
PF00295	0004650
PF00295	0005975
PF00296	0016705
PF00296	0055114
PF00297	0003735
PF00297	0006412
PF00297	0005622
PF00297	0005840
PF00298	0003735
PF00298	0006412
PF00298	0005840
PF00299	0004867
PF00301	0005506
PF00302	0008811
PF00303	0004799
PF00303	0006231
PF00304	0006952
PF00305	0016702
PF00305	0046872
PF00305	0055114
PF00306	0016820
PF00306	0015991
PF00306	0033178
PF00307	0005515
PF00309	0003677
PF00309	0003700
PF00309	0003899
PF00309	0016987
PF00309	0006352
PF00309	0006355
PF00310	0008152
PF00311	0008964
PF00311	0006099
PF00311	0015977
PF00312	0003735
PF00312	0006412
PF00312	0005622
PF00312	0005840
PF00313	0003677
PF00313	0006355
PF00316	0042132
PF00316	0042578
PF00316	0005975
PF00317	0004748
PF00317	0005524
PF00317	0006260
PF00317	0055114
PF00318	0003735
PF00318	0006412
PF00318	0005622
PF00318	0005840
PF00319	0003677
PF00319	0046983
PF00320	0003700
PF00320	0008270
PF00320	0043565
PF00320	0006355
PF00321	0006952
PF00322	0019229
PF00322	0005576
PF00323	0006952
PF00323	0005576
PF00324	0006810
PF00324	0055085
PF00324	0016020
PF00325	0003700
PF00325	0006355
PF00325	0005622
PF00326	0008236
PF00326	0006508
PF00328	0003993
PF00329	0008137
PF00329	0055114
PF00330	0008152
PF00331	0004553
PF00331	0005975
PF00332	0004553
PF00332	0005975
PF00333	0003723
PF00333	0003735
PF00333	0006412
PF00333	0005622
PF00333	0005840
PF00334	0004550
PF00334	0005524
PF00334	0006165
PF00334	0006183
PF00334	0006228
PF00334	0006241
PF00335	0016021
PF00336	0004523
PF00337	0030246
PF00338	0003735
PF00338	0006412
PF00338	0005622
PF00338	0005840
PF00340	0005615
PF00341	0008083
PF00341	0016020
PF00342	0004347
PF00342	0006094
PF00342	0006096
PF00343	0008184
PF00343	0005975
PF00344	0015031
PF00344	0016020
PF00345	0071555
PF00345	0030288
PF00346	0016651
PF00346	0048038
PF00346	0051287
PF00346	0055114
PF00347	0003735
PF00347	0019843
PF00347	0006412
PF00347	0005840
PF00348	0008299
PF00349	0005524
PF00349	0016773
PF00349	0005975
PF00350	0003924
PF00350	0005525
PF00351	0016714
PF00351	0055114
PF00352	0003677
PF00352	0006352
PF00353	0005509
PF00355	0016491
PF00355	0051537
PF00355	0055114
PF00356	0003700
PF00356	0006355
PF00356	0005622
PF00358	0005351
PF00358	0006810
PF00358	0009401
PF00358	0016020
PF00359	0005351
PF00359	0006810
PF00359	0009401
PF00360	0006355
PF00360	0009584
PF00360	0018298
PF00361	0008137
PF00361	0042773
PF00361	0055114
PF00363	0005215
PF00363	0006810
PF00363	0005576
PF00365	0003872
PF00365	0006096
PF00365	0005945
PF00366	0003735
PF00366	0006412
PF00366	0005622
PF00366	0005840
PF00367	0008982
PF00368	0004420
PF00368	0050662
PF00368	0015936
PF00368	0055114
PF00370	0016773
PF00370	0005975
PF00374	0016151
PF00375	0017153
PF00375	0006835
PF00375	0016020
PF00376	0003700
PF00376	0006355
PF00377	0051260
PF00377	0016020
PF00378	0003824
PF00378	0008152
PF00379	0042302
PF00380	0003735
PF00380	0006412
PF00380	0005622
PF00380	0005840
PF00381	0005351
PF00381	0009401
PF00382	0017025
PF00383	0008270
PF00383	0016787
PF00384	0016491
PF00384	0055114
PF00387	0004435
PF00387	0006629
PF00387	0007165
PF00387	0035556
PF00389	0016616
PF00389	0051287
PF00389	0008152
PF00389	0055114
PF00390	0016616
PF00390	0055114
PF00391	0016772
PF00391	0016310
PF00392	0003700
PF00392	0006355
PF00392	0005622
PF00393	0004616
PF00393	0050661
PF00393	0006098
PF00393	0055114
PF00394	0016491
PF00394	0055114
PF00397	0005515
PF00398	0000179
PF00398	0008649
PF00398	0000154
PF00399	0005199
PF00399	0005618
PF00400	0005515
PF00403	0046872
PF00403	0030001
PF00404	0004553
PF00404	0005975
PF00405	0008199
PF00405	0006826
PF00405	0006879
PF00405	0005576
PF00406	0005524
PF00406	0019205
PF00406	0006139
PF00407	0006952
PF00407	0009607
PF00408	0016868
PF00408	0005975
PF00410	0003735
PF00410	0006412
PF00410	0005622
PF00410	0005840
PF00411	0003735
PF00411	0006412
PF00411	0005622
PF00411	0005840
PF00412	0008270
PF00413	0004222
PF00413	0008270
PF00413	0006508
PF00413	0031012
PF00416	0003723
PF00416	0003735
PF00416	0006412
PF00416	0005622
PF00416	0005840
PF00418	0015631
PF00419	0007155
PF00419	0009289
PF00420	0016651
PF00420	0042773
PF00420	0055114
PF00421	0016168
PF00421	0009767
PF00421	0019684
PF00421	0009521
PF00421	0016020
PF00423	0004308
PF00423	0046789
PF00423	0019058
PF00423	0019031
PF00424	0003700
PF00424	0006355
PF00424	0042025
PF00426	0019058
PF00426	0019028
PF00427	0015979
PF00427	0030089
PF00428	0003735
PF00428	0006414
PF00428	0005622
PF00428	0005840
PF00430	0015078
PF00430	0015986
PF00430	0045263
PF00432	0003824
PF00433	0004674
PF00433	0005524
PF00433	0006468
PF00434	0019028
PF00435	0005515
PF00436	0003697
PF00437	0005524
PF00437	0006810
PF00437	0005622
PF00438	0004478
PF00438	0006556
PF00439	0005515
PF00440	0003677
PF00441	0016627
PF00441	0055114
PF00443	0004221
PF00443	0006511
PF00444	0003735
PF00444	0006412
PF00444	0005622
PF00444	0005840
PF00445	0003723
PF00445	0033897
PF00446	0005179
PF00446	0007275
PF00446	0005576
PF00447	0003700
PF00447	0043565
PF00447	0006355
PF00447	0005634
PF00448	0005525
PF00448	0006614
PF00449	0009039
PF00449	0016151
PF00449	0019627
PF00450	0004185
PF00450	0006508
PF00451	0008200
PF00451	0009405
PF00451	0005576
PF00452	0042981
PF00453	0003735
PF00453	0019843
PF00453	0006412
PF00453	0005622
PF00453	0005840
PF00454	0016773
PF00457	0004553
PF00457	0005975
PF00458	0004812
PF00458	0005524
PF00458	0006418
PF00459	0046854
PF00460	0003774
PF00460	0005198
PF00460	0001539
PF00460	0009288
PF00462	0009055
PF00462	0015035
PF00462	0045454
PF00463	0003824
PF00463	0008152
PF00464	0004372
PF00464	0006544
PF00464	0006563
PF00465	0016491
PF00465	0046872
PF00465	0055114
PF00466	0042254
PF00466	0005622
PF00468	0003735
PF00468	0006412
PF00468	0005622
PF00468	0005840
PF00469	0005525
PF00471	0003735
PF00471	0006412
PF00471	0005622
PF00471	0005840
PF00472	0003747
PF00472	0006415
PF00473	0005179
PF00473	0005576
PF00474	0005215
PF00474	0006810
PF00474	0055085
PF00474	0016020
PF00475	0004424
PF00475	0000105
PF00476	0003677
PF00476	0003887
PF00476	0006260
PF00478	0003824
PF00478	0055114
PF00479	0004345
PF00479	0050661
PF00479	0006006
PF00479	0055114
PF00481	0003824
PF00483	0016779
PF00483	0009058
PF00484	0004089
PF00484	0008270
PF00485	0005524
PF00485	0016301
PF00485	0008152
PF00486	0000156
PF00486	0003677
PF00486	0000160
PF00486	0006355
PF00487	0006629
PF00488	0005524
PF00488	0030983
PF00488	0006298
PF00489	0005125
PF00489	0006955
PF00489	0005576
PF00490	0004655
PF00490	0046872
PF00490	0033014
PF00491	0016813
PF00491	0046872
PF00493	0003677
PF00493	0005524
PF00493	0006260
PF00494	0016740
PF00494	0009058
PF00496	0005215
PF00496	0006810
PF00497	0005215
PF00497	0006810
PF00497	0030288
PF00498	0005515
PF00499	0008137
PF00499	0055114
PF00500	0005198
PF00500	0019028
PF00501	0003824
PF00501	0008152
PF00502	0015979
PF00502	0030089
PF00503	0003924
PF00503	0004871
PF00503	0019001
PF00503	0031683
PF00503	0007186
PF00506	0005198
PF00507	0008137
PF00507	0055114
PF00508	0006275
PF00508	0006355
PF00508	0016032
PF00509	0046789
PF00509	0019064
PF00509	0019031
PF00510	0015002
PF00510	0016020
PF00511	0003677
PF00511	0003700
PF00511	0006275
PF00511	0006355
PF00511	0042025
PF00512	0000155
PF00512	0007165
PF00512	0016020
PF00513	0005198
PF00513	0019028
PF00514	0005515
PF00515	0005515
PF00516	0019031
PF00517	0005198
PF00517	0019031
PF00518	0003677
PF00518	0042025
PF00519	0003677
PF00519	0004003
PF00519	0005524
PF00519	0006260
PF00520	0005216
PF00520	0006811
PF00520	0055085
PF00520	0016020
PF00521	0003677
PF00521	0003918
PF00521	0005524
PF00521	0006265
PF00521	0005694
PF00522	0019058
PF00522	0042025
PF00523	0006948
PF00524	0016817
PF00525	0005212
PF00527	0003677
PF00527	0003700
PF00527	0006355
PF00527	0005622
PF00528	0005215
PF00528	0006810
PF00528	0016020
PF00529	0055085
PF00529	0016020
PF00530	0005044
PF00530	0016020
PF00531	0005515
PF00531	0007165
PF00534	0009058
PF00537	0008200
PF00537	0005576
PF00538	0003677
PF00538	0006334
PF00538	0000786
PF00538	0005634
PF00539	0003700
PF00539	0006355
PF00539	0042025
PF00540	0005198
PF00541	0007155
PF00541	0019058
PF00541	0019062
PF00542	0003735
PF00542	0006412
PF00542	0005622
PF00542	0005840
PF00543	0030234
PF00543	0006808
PF00545	0003723
PF00545	0004521
PF00547	0016151
PF00547	0043419
PF00548	0004197
PF00548	0006508
PF00549	0003824
PF00549	0008152
PF00551	0016742
PF00551	0009058
PF00552	0003676
PF00553	0004553
PF00553	0030246
PF00553	0005975
PF00554	0003700
PF00554	0006355
PF00554	0005634
PF00556	0045156
PF00556	0019684
PF00556	0016021
PF00556	0030077
PF00557	0009987
PF00558	0005261
PF00558	0019076
PF00558	0032801
PF00558	0033644
PF00559	0019058
PF00560	0005515
PF00562	0003677
PF00562	0003899
PF00562	0006351
PF00564	0005515
PF00565	0003676
PF00566	0005097
PF00566	0032313
PF00566	0005622
PF00568	0005515
PF00569	0008270
PF00570	0003676
PF00570	0005622
PF00571	0005515
PF00572	0003735
PF00572	0006412
PF00572	0005840
PF00573	0003735
PF00573	0006412
PF00573	0005840
PF00575	0003723
PF00577	0005215
PF00577	0006810
PF00577	0016020
PF00578	0016209
PF00578	0016491
PF00578	0055114
PF00579	0000166
PF00579	0004812
PF00579	0005524
PF00579	0006418
PF00579	0005737
PF00580	0005524
PF00582	0006950
PF00583	0008080
PF00584	0006605
PF00584	0006886
PF00584	0016020
PF00585	0004794
PF00585	0009097
PF00586	0003824
PF00587	0000166
PF00587	0004812
PF00587	0005524
PF00587	0006418
PF00587	0005737
PF00588	0003723
PF00588	0008173
PF00588	0006396
PF00589	0003677
PF00589	0006310
PF00589	0015074
PF00590	0008168
PF00590	0008152
PF00591	0016757
PF00591	0008152
PF00593	0004872
PF00593	0005215
PF00593	0006810
PF00593	0016020
PF00594	0005509
PF00594	0005576
PF00595	0005515
PF00596	0046872
PF00598	0003723
PF00598	0005198
PF00599	0015078
PF00599	0015992
PF00599	0033644
PF00599	0055036
PF00600	0003723
PF00601	0006405
PF00601	0042025
PF00602	0003968
PF00602	0006351
PF00603	0003723
PF00603	0003968
PF00603	0006351
PF00604	0003723
PF00604	0003968
PF00604	0006351
PF00605	0000975
PF00606	0016020
PF00607	0016032
PF00608	0007155
PF00608	0009405
PF00608	0019062
PF00609	0004143
PF00609	0007205
PF00610	0035556
PF00612	0005515
PF00614	0003824
PF00614	0008152
PF00615	0038032
PF00616	0005096
PF00616	0051056
PF00616	0005622
PF00617	0005085
PF00617	0007264
PF00617	0005622
PF00618	0005085
PF00618	0051056
PF00618	0005622
PF00619	0005515
PF00619	0042981
PF00619	0005622
PF00620	0007165
PF00620	0005622
PF00621	0005089
PF00621	0035023
PF00621	0005622
PF00622	0005515
PF00623	0003677
PF00623	0003899
PF00623	0006351
PF00624	0000128
PF00625	0005515
PF00627	0005515
PF00628	0005515
PF00629	0016020
PF00631	0004871
PF00631	0007186
PF00631	0005834
PF00632	0004842
PF00632	0006464
PF00632	0005622
PF00633	0003677
PF00634	0005515
PF00634	0006302
PF00635	0005198
PF00636	0003723
PF00636	0004525
PF00636	0006396
PF00637	0006886
PF00637	0016192
PF00638	0046907
PF00639	0016853
PF00640	0005515
PF00641	0008270
PF00641	0005622
PF00642	0003676
PF00642	0008270
PF00643	0008270
PF00643	0005622
PF00644	0003950
PF00645	0003677
PF00645	0008270
PF00646	0005515
PF00647	0003746
PF00647	0006414
PF00647	0005853
PF00648	0004198
PF00648	0006508
PF00648	0005622
PF00649	0003677
PF00649	0003700
PF00649	0005507
PF00649	0006355
PF00649	0005634
PF00651	0005515
PF00653	0005622
PF00654	0005247
PF00654	0006821
PF00654	0055085
PF00654	0016020
PF00656	0004197
PF00656	0006508
PF00657	0016788
PF00657	0006629
PF00658	0003723
PF00659	0005515
PF00660	0006950
PF00661	0005198
PF00661	0019068
PF00662	0008137
PF00662	0042773
PF00662	0055114
PF00664	0005524
PF00664	0042626
PF00664	0006810
PF00664	0055085
PF00664	0016021
PF00665	0015074
PF00666	0006952
PF00666	0005576
PF00667	0016491
PF00667	0055114
PF00669	0005198
PF00669	0001539
PF00669	0009288
PF00672	0004871
PF00672	0007165
PF00672	0016021
PF00673	0003735
PF00673	0006412
PF00673	0005622
PF00673	0005840
PF00676	0016624
PF00676	0008152
PF00680	0003723
PF00680	0003968
PF00680	0006351
PF00681	0005856
PF00682	0003824
PF00684	0031072
PF00684	0051082
PF00685	0008146
PF00686	2001070
PF00687	0003723
PF00687	0003735
PF00687	0006412
PF00687	0015934
PF00688	0008083
PF00688	0040007
PF00691	0009279
PF00692	0016787
PF00692	0046080
PF00693	0004797
PF00693	0005524
PF00693	0006230
PF00694	0008152
PF00695	0016032
PF00696	0008652
PF00697	0004640
PF00697	0006568
PF00700	0005198
PF00700	0001539
PF00700	0009288
PF00701	0016829
PF00701	0008152
PF00703	0004553
PF00703	0005975
PF00704	0004553
PF00704	0005975
PF00705	0003677
PF00705	0030337
PF00705	0006275
PF00705	0043626
PF00706	0009966
PF00706	0005576
PF00707	0006413
PF00709	0000287
PF00709	0004019
PF00709	0005525
PF00709	0006164
PF00709	0005737
PF00710	0006520
PF00711	0006952
PF00711	0005576
PF00712	0003677
PF00712	0003887
PF00712	0008408
PF00712	0006260
PF00712	0009360
PF00713	0004867
PF00714	0005133
PF00714	0006955
PF00714	0005576
PF00715	0005134
PF00715	0008083
PF00715	0006955
PF00715	0005576
PF00716	0004252
PF00716	0006508
PF00718	0005198
PF00718	0019028
PF00719	0000287
PF00719	0004427
PF00719	0006796
PF00719	0005737
PF00720	0004867
PF00721	0005198
PF00721	0019028
PF00722	0004553
PF00722	0005975
PF00723	0004553
PF00723	0005976
PF00724	0010181
PF00724	0016491
PF00724	0055114
PF00725	0003857
PF00725	0016491
PF00725	0006631
PF00725	0055114
PF00727	0005136
PF00727	0008083
PF00727	0006955
PF00727	0005576
PF00728	0004553
PF00728	0005975
PF00729	0005198
PF00729	0019028
PF00730	0006284
PF00731	0034023
PF00731	0006189
PF00732	0016614
PF00732	0050660
PF00732	0055114
PF00733	0004066
PF00733	0006529
PF00734	0004553
PF00734	0030248
PF00734	0005975
PF00734	0005576
PF00735	0005525
PF00735	0007049
PF00736	0003746
PF00736	0006414
PF00736	0005853
PF00737	0042301
PF00737	0015979
PF00737	0050821
PF00737	0009523
PF00737	0016020
PF00738	0005198
PF00739	0019079
PF00740	0005198
PF00740	0019028
PF00741	0005198
PF00741	0012506
PF00742	0006520
PF00742	0055114
PF00743	0004499
PF00743	0050660
PF00743	0050661
PF00743	0055114
PF00745	0008883
PF00745	0050661
PF00745	0033014
PF00745	0055114
PF00747	0003697
PF00747	0006260
PF00747	0042025
PF00749	0000166
PF00749	0005524
PF00749	0016876
PF00749	0043039
PF00749	0005737
PF00750	0000166
PF00750	0004814
PF00750	0005524
PF00750	0006420
PF00750	0005737
PF00751	0043565
PF00751	0006355
PF00751	0007548
PF00751	0005634
PF00752	0004518
PF00752	0006281
PF00753	0016787
PF00754	0007155
PF00755	0016746
PF00757	0004714
PF00757	0005524
PF00757	0006468
PF00757	0007169
PF00757	0016020
PF00758	0005179
PF00758	0005576
PF00759	0004553
PF00759	0005975
PF00760	0019028
PF00761	0005198
PF00761	0019028
PF00762	0004325
PF00762	0006783
PF00763	0003824
PF00763	0004488
PF00763	0009396
PF00763	0055114
PF00764	0004055
PF00764	0005524
PF00764	0006526
PF00765	0007165
PF00767	0019028
PF00768	0009002
PF00768	0006508
PF00769	0008092
PF00769	0005737
PF00769	0019898
PF00770	0004197
PF00770	0006508
PF00771	0009306
PF00771	0016020
PF00772	0003678
PF00772	0005524
PF00772	0006260
PF00773	0003723
PF00773	0004540
PF00775	0003824
PF00775	0008199
PF00775	0006725
PF00775	0055114
PF00777	0008373
PF00777	0006486
PF00777	0030173
PF00778	0004871
PF00778	0007275
PF00778	0005622
PF00779	0035556
PF00780	0005083
PF00781	0004143
PF00781	0007205
PF00782	0008138
PF00782	0006470
PF00784	0005856
PF00786	0005515
PF00787	0005515
PF00787	0035091
PF00787	0007154
PF00788	0007165
PF00789	0005515
PF00790	0006886
PF00793	0009058
PF00795	0016810
PF00795	0006807
PF00796	0015979
PF00796	0009522
PF00797	0016407
PF00797	0008152
PF00798	0019031
PF00799	0006260
PF00800	0004664
PF00800	0009094
PF00802	0019062
PF00802	0033644
PF00802	0055036
PF00804	0016020
PF00806	0003723
PF00808	0043565
PF00808	0005622
PF00809	0042558
PF00810	0046923
PF00810	0006621
PF00810	0016021
PF00811	0005509
PF00811	0007160
PF00811	0005576
PF00812	0016020
PF00813	0009306
PF00813	0016020
PF00815	0004399
PF00815	0008270
PF00815	0051287
PF00815	0000105
PF00815	0055114
PF00816	0003677
PF00816	0006355
PF00816	0005622
PF00817	0003684
PF00817	0003887
PF00817	0006281
PF00818	0009279
PF00819	0019871
PF00819	0005576
PF00820	0009279
PF00821	0004611
PF00821	0005525
PF00821	0006094
PF00822	0016020
PF00825	0000049
PF00825	0004526
PF00825	0008033
PF00827	0003735
PF00827	0006412
PF00827	0005840
PF00829	0003723
PF00829	0003735
PF00829	0006412
PF00829	0005622
PF00829	0005840
PF00830	0003735
PF00830	0006412
PF00830	0005622
PF00830	0005840
PF00831	0003735
PF00831	0006412
PF00831	0005622
PF00831	0005840
PF00832	0003735
PF00832	0006412
PF00832	0005622
PF00832	0005840
PF00833	0003735
PF00833	0006412
PF00833	0005622
PF00833	0005840
PF00834	0016857
PF00834	0005975
PF00836	0031110
PF00837	0004800
PF00837	0055114
